Condition,Condition_Desc,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Vehicle_Title,OBO,Feedback_Perc,Watch_Count,N_Reviews,Seller_Status,Vehicle_Tile,Auction,Buy_Now,Bid_Count
Used,,"$17,850 ","Mansfield, Texas, United States",2015,"15,331",Black,Harley-Davidson,,Road Glide,,,,TRUE,100,,661,,Clear,FALSE,TRUE,
New,,"$1,895 ","Pikeville, Kentucky, United States",2017,0,Red,Other Makes,12 Month Limited,Razkull 125,,Sport Bike,,FALSE,100,5<,2390,Dealer,Clear,FALSE,TRUE,
New,,"$9,789 ","Keokuk, Iowa, United States",2015,0,Blue,Yamaha,Vehicle has an existing warranty,V Star,,,,FALSE,100,,673,Dealer,Clear,FALSE,TRUE,
Used,,"$16,900 ","Rome, Georgia, United States",2002,"52,866",SILVER,Honda,,Gold Wing,,,,FALSE,100,3<,404,,Clear,FALSE,TRUE,
Used,Selling my meticulosly maintained 2008 CBR600RR I have owned it for a little over 5 years and it has ,"$4,800 ","Summerland Key, Florida, United States",2008,"18,233",Silver,Honda,Vehicle does NOT have an existing warranty,CBR,,Gasoline,,FALSE,100,,1112,Private Seller,Clear,TRUE,FALSE,0
Used,runs like new,"$3,900 ","Minneapolis, Minnesota, United States",1978,"12,500",Ghost Flames,Honda,Vehicle does NOT have an existing warranty,CB,Super Sport,Sport Bike,,TRUE,100,3<,303,Private Seller,Clear,FALSE,TRUE,
Used,1877 ORIGINAL MILES.  EXCEPTIONALLY CLEAN AND WELL-MAINTAINED - RUNNING GREAT WITH NO KNOWN ISSUES.  ,"$5,495 ","Canoga Park, California, United States",2008,"1,877",Black,Yamaha,,Other,,,,TRUE,100,,11892,Private Seller,Clear,FALSE,TRUE,
Used,,"$18,888 ","Lee, New Hampshire, United States",2016,"7,268",,Harley-Davidson,,Road Glide Special,,,,TRUE,100,7<,352,,Clear,FALSE,TRUE,
Used,,"$2,050 ","Suncook, New Hampshire, United States",2009,"21,176",BLACK/GREEN,Kawasaki,,ZX14R NINJA 1400 SPECIAL EDITION,,Standard,,FALSE,100,,1978,Dealer,Clear,TRUE,FALSE,29
Used,,"$20,900 ","Altoona, Alabama, United States",2005,"37,566",BLUE,Honda,Vehicle has an existing warranty,Gold Wing,,Trike,,FALSE,100,2<,430,Dealer,Clear,FALSE,TRUE,
Used,,"$13,000 ","Overland Park, Kansas, United States",2015,"1,350",Black,Harley-Davidson,,V-ROD,,,,TRUE,100,2<,177,Private Seller,Clear,FALSE,TRUE,
Used,"You&#039;re looking at my 1950 Square Four, completely restored, engine rebuilt by Chuck Walton. ","$15,000 ","Topanga, California, United States",1950,0,Red,Other Makes,,Ariel,square four,Standard,,FALSE,,69,78,Private Seller,Clear,TRUE,TRUE,0
Used,,"$30,977 ","Manheim, Pennsylvania, United States",2015,782,Black,Harley-Davidson,,Touring,,Touring,,FALSE,100,11,3127,Dealer,Clear,FALSE,TRUE,
Used,,"$3,450 ","Hightstown, New Jersey, United States",2006,"8,508",Red,Kawasaki,,Ninja,,Standard,,TRUE,100,17,887,Dealer,Clear,FALSE,TRUE,
Used,,$900 ,"Utica, New York, United States",2007,"4,880",Blue,Yamaha,Vehicle does NOT have an existing warranty,Other,,Classic Scooter,,FALSE,100,,168,Private Seller,Clear,TRUE,FALSE,0
Used,,$217 ,"New Braunfels, Texas, United States",1973,"4,003",Blue,Yamaha,Vehicle does NOT have an existing warranty,AT3,DT125,Dual-Purpose,,FALSE,100,,176,Private Seller,Clear,TRUE,FALSE,8
Used,2012 HARLEY-DAVIDSON VRSCF MUSCLE V-ROD (ABS),"$9,990 ","Atlanta, Georgia, United States",2012,"6,888",Yellow,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,muscle,Cruiser,,TRUE,6.9,,48,Dealer,Clear,FALSE,TRUE,
Used,It has only 400 miles on it. Never ridden in the bad weather. Can be put back on the showroom floor. ,"$10,100 ","Santa Fe, Texas, United States",2016,410,Black,BMW,Vehicle has an existing warranty,R-Series,S1000RR with many options,Caf?Racer,,FALSE,,6<,0,Private Seller,Clear,TRUE,TRUE,3
Used,"This motorcycle is clean and loaded, with just over 30,000 miles.","$1,325 ","Concord, California, United States",2012,"30,954",silver,BMW,,K-Series,1600GTL,Touring,,FALSE,100,12,570,Dealer,Clear,TRUE,TRUE,7
Used,,"$3,995 ","Corona, California, United States",2006,0,--,Honda,Vehicle does NOT have an existing warranty,CR,,Gasoline,,FALSE,100,4<,305,Dealer,Clear,FALSE,TRUE,
Used,,"$4,125 ","Franklin, Pennsylvania, United States",2014,"2,085",Green,Kawasaki,Vehicle does NOT have an existing warranty,Versys,650,Sport Touring,,TRUE,100,13,205,Private Seller,Clear,FALSE,TRUE,
Used,,"$9,500 ","Hollister, California, United States",2013,"2,274",Blue,Yamaha,Unspecified,YZF-R,R1,Sport Bike,,TRUE,100,5<,22,Private Seller,Clear,FALSE,TRUE,
Used,It&#039;s hard to find zx7r&#039;s in this condition. Everything works like it should.  This is a very nice ,"$2,850 ","Ballwin, Missouri, United States",2001,"26,140",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,ZX7R,Sport Bike,,FALSE,100,39,309,Private Seller,Clear,FALSE,TRUE,
Used,,$900 ,"Ocklawaha, Florida, United States",2015,350,Red/Silver,Other Makes,,ICE BEAR,,Scooter,,FALSE,100,,8,Owner,Clear,TRUE,FALSE,0
Used,"Nice vintage ride has new tires, battery oil and filter. has some rust on metal parts, will need ","$1,800 ","Hebron, Ohio, United States",1983,"9,123",Red,Honda,Vehicle does NOT have an existing warranty,FT 500,,Standard,,TRUE,100,26,442,Dealer,Clear,FALSE,TRUE,
Used,,"$6,791 ","Round Rock, Texas, United States",2012,"55,036",Gray,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,1<,501,Dealer,Clear,FALSE,TRUE,
Used,It has only 400 miles on it. Never ridden in the bad weather. Can be put back on the showroom floor. ,"$10,100 ","Santa Fe, Texas, United States",2016,410,Black,BMW,Vehicle has an existing warranty,R-Series,S1000RR with many options,Caf?Racer,,FALSE,,6<,0,Private Seller,Clear,TRUE,TRUE,3
Used,"This motorcycle is clean and loaded, with just over 30,000 miles.","$1,325 ","Concord, California, United States",2012,"30,954",silver,BMW,,K-Series,1600GTL,Touring,,FALSE,100,12,570,Dealer,Clear,TRUE,TRUE,7
Used,,"$3,995 ","Corona, California, United States",2006,0,--,Honda,Vehicle does NOT have an existing warranty,CR,,Gasoline,,FALSE,100,4<,305,Dealer,Clear,FALSE,TRUE,
Used,,"$4,125 ","Franklin, Pennsylvania, United States",2014,"2,085",Green,Kawasaki,Vehicle does NOT have an existing warranty,Versys,650,Sport Touring,,TRUE,100,13,205,Private Seller,Clear,FALSE,TRUE,
Used,,"$9,500 ","Hollister, California, United States",2013,"2,274",Blue,Yamaha,Unspecified,YZF-R,R1,Sport Bike,,TRUE,100,5<,22,Private Seller,Clear,FALSE,TRUE,
Used,,"$19,977 ","Manheim, Pennsylvania, United States",2016,969,Blue,Harley-Davidson,,Touring,,Touring,,FALSE,100,16,3127,Dealer,Clear,FALSE,TRUE,
Used,It&#039;s hard to find zx7r&#039;s in this condition. Everything works like it should.  This is a very nice ,"$2,850 ","Ballwin, Missouri, United States",2001,"26,140",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,ZX7R,Sport Bike,,FALSE,100,39,309,Private Seller,Clear,FALSE,TRUE,
Used,,$900 ,"Ocklawaha, Florida, United States",2015,350,Red/Silver,Other Makes,,ICE BEAR,,Scooter,,FALSE,100,,8,Owner,Clear,TRUE,FALSE,0
Used,"Nice vintage ride has new tires, battery oil and filter. has some rust on metal parts, will need ","$1,800 ","Hebron, Ohio, United States",1983,"9,123",Red,Honda,Vehicle does NOT have an existing warranty,FT 500,,Standard,,TRUE,100,26,442,Dealer,Clear,FALSE,TRUE,
Used,,"$6,791 ","Round Rock, Texas, United States",2012,"55,036",Gray,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,1<,501,Dealer,Clear,FALSE,TRUE,
Used,"Shipping Available, Beautiful Bike, Excellent Condition, No Scratches. Runs Excellent, All Service ","$4,550 ","Chandler, Arizona, United States",2000,"7,700",Blue,Yamaha,,YZF-R,R1,,,FALSE,100,,125,Private Seller,Clear,TRUE,FALSE,21
Used,,"$1,450 ","Carlton, Washington, United States",2006,"25,835",Green,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,500R,Sport Bike,,FALSE,100,,2,Private Seller,Clear,TRUE,TRUE,0
Used,,"$1,799 ","Hudson, Ohio, United States",2004,"12,300",,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,,,,TRUE,100,1<,819,Private Seller,Clear,FALSE,TRUE,
Used,,"$12,500 ","Alachua, Florida, United States",2016,662,Blue,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,,Sport Bike,,TRUE,>80,6<,98,Dealer,Clear,FALSE,TRUE,
Used,,"$2,500 ","Cincinnati, Ohio, United States",2007,"9,260",Silver,Honda,Vehicle does NOT have an existing warranty,Shadow,,,,TRUE,100,6<,461,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,875 ","Great Falls, Virginia, United States",2003,"38,647",Blue,BMW,Vehicle does NOT have an existing warranty,K-Series,K1200GT,Sport Touring,,FALSE,100,38,9,Private Seller,Clear,TRUE,TRUE,13
Used,,"$1,000 ","Miami, Florida, United States",2004,"4,510",Blue,Suzuki,Vehicle does NOT have an existing warranty,Other,,Sport Bike,,FALSE,100,,1465,private,Clear,TRUE,FALSE,1
New,,"$12,705 ","Plano, Texas, United States",2016,188,Gray,BMW,Unspecified,R-Series,,Gasoline,,FALSE,100,,161,Dealer,Clear,TRUE,FALSE,0
Used,,"$8,995 ","Springfield, Missouri, United States",2011,"7,310",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,Muscle,Sport Bike,,TRUE,100,4<,259,Dealer,Clear,FALSE,TRUE,
Used,As new other than minor scuff on tail piece (see attached picture),"$10,500 ","Edmond, Oklahoma, United States",2006,558,Yellow,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,LE 50th Anniversary,Sport Touring,,FALSE,100,7<,462,Private Seller,Clear,TRUE,TRUE,0
Used,,"$3,800 ","Riverside, CT, United States",2005,"18,985",yellow,BMW,Vehicle does NOT have an existing warranty,F-Series,,Dual-Purpose,,TRUE,100,9<,16,Private Seller,Clear,FALSE,TRUE,
Used,,"$4,200 ","Dallas, Texas, United States",1982,"28,000",Gold,Honda,Vehicle does NOT have an existing warranty,CB,CB650,Caf?Racer,,FALSE,100,3<,127,Private Seller,Clear,FALSE,TRUE,
Used,,"$3,050 ","Marengo, Illinois, United States",2008,"15,397",Silver/Black,Suzuki,,B-King,,Sport Bike,,FALSE,100,,374,Dealer,Clear,TRUE,FALSE,6
Used,Bike and trailer both in excellent condition. Always covered and garaged. Maintained regularly.,"$25,000 ","Winfield, Missouri, United States",2009,"19,302",Black Cherry,Honda,,Gold Wing,,Trike,,FALSE,100,,518,Private Seller,Clear,TRUE,FALSE,0
Used,,"$5,500 ","Denison, Texas, United States",2013,"1,767",,Honda,,CB,,,,TRUE,100,2<,606,,Clear,FALSE,TRUE,
Used,This bike is in sweet condition and super quick.,"$5,800 ","Sellersburg, Indiana, United States",2006,"18,999",Red,Suzuki,Vehicle does NOT have an existing warranty,GSX-R,1000,Sport Bike,,FALSE,100,5<,495,Private Seller,Clear,TRUE,TRUE,0
Used,Thanks for checking out this 2013 Honda Sabre with 6k miles. This bike has many many cool upgrades ,"$6,999 ","Port Orange, Florida, United States",2013,"6,790",BLACK,Honda,Vehicle has an existing warranty,VTX,VT,Cruiser,,TRUE,100,4<,762,Dealer,Clear,FALSE,TRUE,
New,,"$9,699 ","Claysville, Pennsylvania, United States",2016,1,GREEN,Kawasaki,Vehicle has an existing warranty,VERSYS 1000LT,VERSYS 1000LT,Touring,,TRUE,100,,334,Dealer,Clear,FALSE,TRUE,
Used,Bike is used but this bike looks awesome! No regrets with this trike!!,"$12,500 ","Rome, Georgia, United States",1995,"47,952",WHITE,Honda,,Gold Wing,,Touring,,FALSE,100,4<,404,,Clear,FALSE,TRUE,
Used,,"$5,995 ","Staten Island, New York, United States",2011,"4,138",Gray,BMW,,F-Series,F800,,,TRUE,100,5<,22,Dealer,Clear,FALSE,TRUE,
Used,"This 2013 Honda Rebel 250 is in great condition with only 319 original miles.It runs, rides, shifts ","$1,375 ","Montoursville, Pennsylvania, United States",2013,319,red,Honda,Vehicle does NOT have an existing warranty,Rebel,,,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,14
Used,Bike has been serviced regularly and has a brand new Michelin Pilot tire on the front and the rear ,"$3,750 ","Cincinnati, Ohio, United States",2012,"8,523",RED,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,NINJA,Sport Bike,,FALSE,100,5<,1570,Dealer,Clear,TRUE,TRUE,0
Used,,"$7,270 ","Dallas, Texas, United States",2005,"23,719",Red,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,2<,532,Dealer,Clear,FALSE,TRUE,
Used,,"$15,495 ","Brighton, Michigan, United States",2013,"27,743",2 Tone-Ember Red/Merlot Sunglo,Harley-Davidson?,FLHRC - Road King?Classic,,,,TRUE,100,1<,18,,Clear,FALSE,TRUE,,
Used,,"$3,050 ","Suncook, New Hampshire, United States",2016,"1,762",RED/WHITE,Honda,,CRF250L,,Standard,,FALSE,100,,1978,Dealer,Clear,TRUE,FALSE,24
Used,,"$14,300 ","Roanoke, Virginia, United States",2015,"7,636",,Indian,Vehicle has an existing warranty,Chief Vintage,,,,FALSE,100,,86,Private Seller,Clear,TRUE,FALSE,0
Used,,"$5,400 ","Santa Maria, California, United States",2007,"8,400",,BMW,Vehicle does NOT have an existing warranty,Other,challenge,Dual-Purpose,,TRUE,100,1<,38,Private Seller,Clear,FALSE,TRUE,
Used,,"$22,899 ","Arlington, Texas, United States",2012,"23,204",Yellow,Harley-Davidson,,CVO Ultra Classic,,,,TRUE,100,3<,634,,Clear,FALSE,TRUE,
Used,,"$1,375 ","Appleton, Wisconsin, United States",2003,"8,998",Silver,Suzuki,Vehicle does NOT have an existing warranty,Hayabusa,GSX 1300R,Sport Bike,,FALSE,100,,671,Private Seller,Clear,TRUE,FALSE,10
Used,"The Bike is Factory, Like New Excellent Condition!","$14,099 ","Woodbridge, New Jersey, United States",2014,"2,902",Blackened Cayenne,Harley-Davidson,Vehicle does NOT have an existing warranty,Street Glide Special FLHXS,,Touring,,FALSE,100,,331,Private Seller,Clear,TRUE,FALSE,5
Used,Excellent condition just over 20K miles. Minor blemishes as expected for age.  Excellent pain. Fires ,"$3,500 ","Dumont, New Jersey, United States",1980,"20,300",Black,Kawasaki,Vehicle does NOT have an existing warranty,KZ1000 G-1 Z1 Classic,Fuel Injected,Cruiser,,FALSE,,39,2,Private Seller,Clear,TRUE,TRUE,2
Used,"This motorcycle is in excellent condition, has low mileage, all maintence up to date and has all the ","$3,000 ","Indianapolis, Indiana, United States",2009,"8,900",Black,Suzuki,Vehicle does NOT have an existing warranty,SV,Gladius SFV650,Naked,,FALSE,100,,331,Private Seller,Clear,TRUE,FALSE,0
Used,,"$4,944 ","Ridgeland, Mississippi, United States",2016,195,Red,Kawasaki,,Ninja,,Standard,,FALSE,100,1<,1342,Dealer,Clear,FALSE,TRUE,
Used,,"$6,867 ","Midland Park, New Jersey, United States",2006,833,Yellow,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,R1 LE,Sport Bike,,FALSE,100,,732,Private Seller,Clear,TRUE,FALSE,2
Used,"custom,board track,pro street,chopper,bobber,harley Davidson,bagger","$32,000 ","Port Jefferson Station, New York, United States",2013,1,,Custom Built Motorcycles,,Other,"custom,board track,pro stree,chopper,bobber,harley",,,TRUE,100,2<,325,,Clear,FALSE,TRUE,
Used,,"$5,700 ","Brentwood, New York, United States",2008,"6,500",Black,Yamaha,,R6,,,,FALSE,,1<,76,owner,Clear,FALSE,TRUE,
Used,Like new,"$8,500 ","McNabb, Illinois, United States",2004,"4,065",Black,Honda,Vehicle does NOT have an existing warranty,Shadow,,Sport Touring,,TRUE,100,,19,owner,Clear,FALSE,TRUE,
New,,"$23,999 ","Searcy, AR, United States",2017,2,Orange,Other Makes,Vehicle has an existing warranty,2017 Polaris Slingshot SLR,2017 Polaris Slingshot SLR,Slingshot Roadster,,FALSE,100,10,35,Dealer,Clear,FALSE,TRUE,
Used,A couple of scratches but nothing to serious.recently changed back and front tires.new chain and ,$510 ,"Dagenham, United Kingdom",2012,"13,235",White,Honda,,CBR,,Sport Bike,,FALSE,100,5<,61,Private Seller,Clear,TRUE,TRUE,3
Used,,"$6,200 ","Dillon, South Carolina, United States",2008,"20,539",Silver,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,,Sport Bike,,TRUE,,,7,Private Seller,Clear,FALSE,TRUE,
Used,Good condition for its&#039; age. Needs to have carbs rebuilt or a full restoration to bring it back to ,$500 ,"Huntington, New York, United States",1980,"19,707",Burgundy,Honda,Vehicle does NOT have an existing warranty,CX500C,Custom,Cruiser,,FALSE,100,13,152,Private Seller,Clear,TRUE,TRUE,1
Used,,"$9,999 ","Flanders, New Jersey, United States",2003,"20,000",Silver,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,,Cruiser,,TRUE,100,,433,Private Seller,Clear,FALSE,TRUE,
Used,,"$2,050 ","Suncook, New Hampshire, United States",2009,"21,176",BLACK/GREEN,Kawasaki,,ZX14R NINJA 1400 SPECIAL EDITION,,Standard,,FALSE,100,,1978,Dealer,Clear,TRUE,FALSE,29
Used,&#039;95 ZX9R in great condition!,"$5,000 ","Crownsville, Maryland, United States",1995,"18,600",Green/White/Purple,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,,Sport Bike,,TRUE,100,18,39,Private Seller,Clear,FALSE,TRUE,
Used,This has been a show bike and is in Excellent condition.,"$29,995 ","Dallas, Texas, United States",2014,0,Red,Custom Built Motorcycles,None,Other,,Custom Trike,,TRUE,100,11,31,Private Seller,Clear,FALSE,TRUE,
Used,,$800 ,"Houlton, Maine, United States",1982,794,Blue,Suzuki,Vehicle does NOT have an existing warranty,Other,,Rocket,,FALSE,100,1<,551,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,400 ","Rosedale, Indiana, United States",1955,"9,999,999",Burgundy,Indian,,woodsman,,Dual-Purpose,,FALSE,100,,5672,Private Seller,Clear,TRUE,FALSE,6
Used,,"$1,300 ","State College, Pennsylvania, United States",2002,"13,025",Green,Kawasaki,,Ninja,,Sport Bike,,TRUE,100,5<,6,,Clear,FALSE,TRUE,
Used,,"$2,299 ","Necedah, Wisconsin, United States",2006,"4,291",Black,Suzuki,Vehicle does NOT have an existing warranty,GZ250,,,,TRUE,100,,6685,Private Seller,Clear,FALSE,TRUE,
Used,"This motorcycle is clean and loaded, with just over 30,000 miles.","$1,325 ","Concord, California, United States",2012,"30,954",silver,BMW,,K-Series,1600GTL,Touring,,FALSE,100,12,570,Dealer,Clear,TRUE,TRUE,7
Used,,"$4,550 ","Burton, Ohio, United States",2012,"5,223",Red,Honda,Vehicle does NOT have an existing warranty,CBR,,Sport Bike,,FALSE,100,17,413,Private Seller,Clear,TRUE,TRUE,28
Used,,"$4,125 ","Franklin, Pennsylvania, United States",2014,"2,085",Green,Kawasaki,Vehicle does NOT have an existing warranty,Versys,650,Sport Touring,,TRUE,100,13,205,Private Seller,Clear,FALSE,TRUE,
Used,light scratches..,"$15,500 ","Medford, Massachusetts, United States",2012,"32,700",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,FALSE,,,0,Private Seller,Clear,TRUE,FALSE,0
Used,"This 2009 Kawasaki KLR 650 is in great condition with only 1710 original miles.It runs, rides, ","$2,850 ","Montoursville, Pennsylvania, United States",2009,"1,710",RED,Kawasaki,Vehicle does NOT have an existing warranty,KLR,,Dual-Purpose,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,27
Used,"good condition,road ready","$1,850 ","Capac, Michigan, United States",1983,"40,600",Burgundy,Honda,Vehicle does NOT have an existing warranty,CB,Aspencade,Touring,,TRUE,100,5<,35,Private Seller,Clear,FALSE,TRUE,
Used,,"$6,999 ","Debary, Florida, United States",1971,"26,000",Garnet Candy Brown,Honda,Vehicle does NOT have an existing warranty,CB,K1,,,FALSE,100,16,404,Private Seller,Clear,FALSE,TRUE,
Used,Used- 200 miles,"$30,000 ","Winsted, Connecticut, United States",1983,"5,749",,Harley-Davidson,Vehicle does NOT have an existing warranty,1983 FXDG,,Standard,,TRUE,100,1<,51,Private Seller,Clear,FALSE,TRUE,
Used,,"$10,499 ","Janesville, Wisconsin, United States",2015,"6,100",Black,Triumph,,Tiger,XCX,Adventure,,TRUE,100,3<,62,Private Seller,Clear,FALSE,TRUE,
Used,,"$13,991 ","Houston, Texas, United States",2014,206,Black,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,,246,Dealer,Clear,FALSE,TRUE,
Used,,"$15,995 ","Pensacola, Florida, United States",2015,"29,459",BLACK,Honda,Has existing warranty,Gold Wing,,Touring,,TRUE,100,1<,505,Carrigan Motor Group,Clear,FALSE,TRUE,
Used,,"$37,500 ","Lee&#039;s Summit, Missouri, United States",2012,"7,600",,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,,Touring,,TRUE,,2<,0,Private Seller,Clear,FALSE,TRUE,
Used,,"$5,000 ","Richland, Washington, United States",1978,200,Brown,Other Makes,,Bonneville,,,,TRUE,100,,132,Private Seller,Clear,FALSE,TRUE,
Used,,"$22,499 ","Winston-Salem, North Carolina, United States",2016,"18,104",Black Quartz,Harley-Davidson,,Touring,,Standard,,FALSE,100,,635,Dealer,Clear,FALSE,TRUE,
Used,,"$3,050 ","Brookfield, Connecticut, United States",2011,"9,499",GRAY METALLIC,BMW,,R-Series,,,,FALSE,>99,,1135,Dealer,Clear,TRUE,FALSE,19
Used,,"$1,875 ","Great Falls, Virginia, United States",2003,"38,647",Blue,BMW,Vehicle does NOT have an existing warranty,K-Series,K1200GT,Sport Touring,,FALSE,100,38,9,Private Seller,Clear,TRUE,TRUE,13
Used,,"$4,800 ","Van Nuys, California, United States",2011,"7,877",Black,Suzuki,,Other,,Sport Touring,,FALSE,100,,6,Private Seller,Clear,TRUE,FALSE,0
Used,,"$5,500 ","Redmond, Washington, United States",2009,"15,068",Yellow,Yamaha,Vehicle does NOT have an existing warranty,YZF-R,R1,Sport Bike,,TRUE,100,5<,430,Private Seller,Clear,FALSE,TRUE,
Used,,$265 ,"Turtle Creek, Pennsylvania, United States",1981,47,Black / White,Honda,,CB,MOTO PGH,Cafe Racer,,FALSE,8.4,,481,,Clear,TRUE,FALSE,28
Used,"Mint, no rust, never damaged, garage kept, highway miles","$26,995 ","Holtsville, New York, United States",2013,"17,528",Black,Harley-Davidson,Unspecified,Street Glide,,Sport Touring,,TRUE,100,3<,1933,Dealer,Clear,FALSE,TRUE,
Used,Excellent condition with no issues.,"$20,900 ","Sevierville, Tennessee, United States",2015,610,Black,Harley-Davidson,Vehicle does NOT have an existing warranty,FLRT Free Wheeler,,Trike,,FALSE,100,3<,240,Private Seller,Clear,FALSE,TRUE,
Used,,"$7,500 ","San Diego, California, United States",2005,NA,,Honda,,CRF,450x,Supermoto,,FALSE,100,,51,,Clear,TRUE,FALSE,0
Used,"like new condition HIGH COMPRESSION///ROLLER ROCKERSNEW BATTERY AND IGNITION,","$11,500 ","Reno, Nevada, United States",1996,"3,500",,Harley-Davidson,,road runner,titan,,,TRUE,7.6,1<,286,Private Seller,Clear,FALSE,TRUE,
Used,Everything about the body and motorcycle are in excellent condition except for an impact dent on the ,"$1,750 ","Chesapeake City, Maryland, United States",2009,725,Blue,Kawasaki,Vehicle does NOT have an existing warranty,Ninja,500,NINJA,,FALSE,,10,46,Private Seller,Clear,TRUE,TRUE,0
Used,,"$2,025 ","McKinney, Texas, United States",1999,"12,220",Yellow,Suzuki,Unspecified,Other,,Sport Bike,,FALSE,100,,57,Private Seller,Clear,TRUE,FALSE,26
Used,,"$2,200 ","Granite City, Illinois, United States",1974,"6,684",RED,Suzuki,Vehicle does NOT have an existing warranty,TS250,SAVAGE,Dual-Purpose,,FALSE,100,,972,Private Seller,Clear,TRUE,FALSE,0
New,,"$21,150 ","Gaylord, Michigan, United States",2016,19,Turbos Silver,Other Makes,Vehicle has an existing warranty,Polaris Slingshot SL,,3-Wheel Side x Side Motorcycle,,FALSE,100,,825,Dealer,Clear,TRUE,FALSE,0
Used,,"$3,150 ","San Diego, California, United States",2013,"8,784",Black,Suzuki,Vehicle does NOT have an existing warranty,GSX-R,,Sport Bike,,FALSE,100,,877,Dealer,Clear,TRUE,FALSE,38
Used,,"$10,210 ","Houston, Texas, United States",2012,"6,600",Black,Harley-Davidson,Vehicle does NOT have an existing warranty,V-ROD,MUSCLE,Cruiser,,FALSE,,3<,7,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,700 ","Schaumburg, Illinois, United States",2013,100,Red,Honda,Vehicle does NOT have an existing warranty,CRF,110,Off-Road,,TRUE,100,2<,13,Private Seller,Clear,FALSE,TRUE,
Used,,"$1,000 ","Amesbury, Massachusetts, United States",1982,"38,511",Blue,Honda,,CB,CB 750SC Nighthawk,Standard,,FALSE,100,,198,owner,Clear,TRUE,FALSE,1
Used,,"$2,000 ","Painesville, Ohio, United States",1966,"2,910",Silver,Other Makes,None,Allstate,Sears,,,FALSE,100,,28,Owner,Clear,TRUE,FALSE,0
Used,,"$7,800 ","Ligonier, Pennsylvania, United States",2000,"8,910",,Harley-Davidson,,Road King,,,,TRUE,100,3<,82,Private Seller,Clear,FALSE,TRUE,
Used,"Usual light road rash to lower fork legs, and fairing lowers, also slight road rash on front facing ",$810 ,"Corona, California, United States",2011,"29,762",Cherry Red Sunglow / Merlot Sunglow,Harley-Davidson,Vehicle does NOT have an existing warranty,Touring,FLHTK Ultra limited,Touring,,FALSE,,,0,Private Seller,Clear,TRUE,FALSE,8
New,,"$9,699 ","Claysville, Pennsylvania, United States",2016,1,GREEN,Kawasaki,Vehicle has an existing warranty,VERSYS 1000LT,VERSYS 1000LT,Touring,,TRUE,100,,334,Dealer,Clear,FALSE,TRUE,
Used,,"$29,500 ","Ponchatoula, Louisiana, United States",2009,"2,382",Black,Harley-Davidson,Unspecified,Covington Custom FLHX Street Glide,,Touring,,TRUE,100,8<,74,Owner,Clear,FALSE,TRUE,
Used,,"$3,000 ","Elizabeth, New Jersey, United States",2013,"7,980",White,Kawasaki,,Ninja,650r,Sport Bike,,FALSE,100,,82,Private Seller,Clear,TRUE,FALSE,0
Used,,"$9,280 ","Round Rock, Texas, United States",2013,"4,588",Gray,BMW,Unspecified,R-Series,,Gasoline,,TRUE,100,1<,501,Dealer,Clear,FALSE,TRUE,
Used,"This 2013 Honda Rebel 250 is in great condition with only 319 original miles.It runs, rides, shifts ","$1,375 ","Montoursville, Pennsylvania, United States",2013,319,red,Honda,Vehicle does NOT have an existing warranty,Rebel,,,,FALSE,100,,2246,Dealer,Clear,TRUE,FALSE,14
Used,,"$10,800 ","Colorado Springs, Colorado, United States",2002,"4,505",Red,Other Makes,Vehicle does NOT have an existing warranty,America GT,,,,TRUE,100,14,1080,Private Seller,Clear,FALSE,TRUE,
Used,,"$12,950 ","Mansfield, Texas, United States",2013,"13,909",Black,Honda,,Gold Wing,,,,TRUE,100,3<,661,,Clear,FALSE,TRUE,
New,,"$8,199 ","Searcy, AR, United States",2016,1,Blue,Honda,Vehicle has an existing warranty,Fury,VT1300CX,Cruiser,,FALSE,100,1<,35,Dealer,Clear,FALSE,TRUE,
