"customer","order","total_items","discount%","weekday","hour","Food%","Fresh%","Drinks%","Home%","Beauty%","Health%","Baby%","Pets%"
721, 2404, 25, 0, 2, 11, 0, 0, 43.03, 56.97, 0, 0, 0, 0
721, 2405, 33, 3.46, 3, 12, 5.85, 0, 40.56, 53.59, 0, 0, 0, 0
721, 2406, 17, 1.76, 4, 10, 0, 0, 73.52, 26.48, 0, 0, 0, 0
722, 2407, 23, 22.7, 7, 22, 51.74, 0, 0, 48.26, 0, 0, 0, 0
722, 2408, 20, 18.25, 3, 17, 74.24, 0, 0, 25.76, 0, 0, 0, 0
722, 2409, 12, 0.4, 1, 23, 57.6, 0, 9.22, 0, 33.18, 0, 0, 0
723, 2410, 29, 17.96, 7, 18, 16.1, 0, 50.29, 0, 33.61, 0, 0, 0
723, 2411, 69, 9.19, 7, 17, 45.24, 0, 54.76, 0, 0, 0, 0, 0
724, 2412, 32, 14.27, 4, 12, 54.03, 29.19, 16.78, 0, 0, 0, 0, 0
725, 2413, 21, 8.66, 1, 15, 11.68, 0, 29.03, 59.29, 0, 0, 0, 0
725, 2414, 8, 1.76, 4, 14, 41.95, 0, 16.2, 6.05, 0, 0, 35.81, 0
725, 2415, 16, 0, 7, 22, 12.47, 0, 52.43, 0, 0, 0, 35.1, 0
725, 2416, 10, 0, 1, 10, 42.45, 0, 38.77, 10.13, 8.66, 0, 0, 0
725, 2417, 14, 2.26, 6, 13, 46.97, 0, 26.9, 3.12, 0, 0, 23.01, 0
725, 2418, 14, 1.01, 7, 22, 42.38, 0, 8.65, 48.97, 0, 0, 0, 0
725, 2419, 27, 2.67, 1, 18, 40.85, 0, 23.67, 13.6, 0, 0, 21.88, 0
726, 2420, 20, 11.13, 1, 12, 45.86, 0, 20.02, 8.78, 25.35, 0, 0, 0
727, 2421, 12, 0.98, 1, 13, 0, 0, 100.0, 0, 0, 0, 0, 0
728, 2422, 74, 3.16, 6, 21, 28.28, 11.35, 19.56, 13.41, 6.32, 5.52, 15.57, 0
728, 2423, 70, 0.99, 4, 21, 34.01, 23.89, 24.79, 9.32, 0, 0, 7.99, 0
728, 2424, 65, 12.53, 2, 9, 29.51, 1.97, 13.72, 32.51, 7.52, 0, 14.78, 0
729, 2425, 13, 2.76, 7, 17, 47.53, 0, 27.44, 19.33, 5.7, 0, 0, 0
730, 2426, 46, 17.35, 7, 19, 20.39, 0, 20.64, 45.26, 13.71, 0, 0, 0
731, 2427, 40, 0.71, 7, 23, 34.87, 21.07, 22.24, 19.36, 2.46, 0, 0, 0
732, 2428, 35, 27.65, 2, 12, 27.41, 46.56, 17.01, 9.01, 0, 0, 0, 0
732, 2429, 25, 6.68, 1, 14, 32.73, 10.23, 28.4, 6.45, 0, 0, 0, 22.2
733, 2430, 13, 6.09, 1, 10, 28.34, 0, 71.66, 0, 0, 0, 0, 0
734, 2431, 86, 3.7, 2, 22, 12.85, 37.97, 24.01, 23.13, 2.04, 0, 0, 0
734, 2432, 76, 15.52, 7, 22, 10.55, 57.4, 6.76, 11.99, 0.83, 0, 12.47, 0
734, 2433, 54, 3.64, 1, 6, 11.26, 49.64, 9.7, 7.78, 0, 5.48, 16.15, 0
734, 2434, 74, 5.22, 7, 22, 10.38, 31.18, 15.46, 14.01, 4.42, 0, 24.56, 0
734, 2435, 82, 6.73, 1, 1, 11.14, 47.85, 5.68, 6.27, 3.85, 0, 25.2, 0
734, 2436, 54, 3.97, 7, 11, 6.56, 31.39, 19.5, 6.15, 1.99, 0, 34.41, 0
735, 2437, 44, 2.55, 2, 20, 40.27, 7.3, 26.35, 23.33, 2.75, 0, 0, 0
736, 2438, 82, 2.87, 7, 22, 40.88, 26.17, 20.31, 2.46, 6.08, 4.1, 0, 0
737, 2439, 26, 2.85, 3, 12, 25.52, 55.05, 19.43, 0, 0, 0, 0, 0
738, 2440, 35, 9.15, 3, 20, 41.49, 0, 23.03, 5.43, 2.28, 0, 19.82, 7.94
738, 2441, 47, 6.93, 6, 11, 38.99, 0, 16.91, 17.73, 3.24, 12.63, 5.38, 5.12
738, 2442, 28, 14.78, 5, 8, 33.63, 0, 9.32, 36.9, 8.54, 0, 5.95, 5.67
738, 2443, 28, 12.9, 4, 23, 22.98, 0, 13.14, 27.23, 3.19, 0, 0, 25.67
739, 2444, 55, 22.97, 4, 19, 22.29, 0, 11.95, 43.32, 3.02, 1.17, 18.23, 0
739, 2445, 64, 10.55, 3, 10, 8.72, 0, 10.72, 38.04, 39.61, 0, 2.91, 0
740, 2446, 14, 4.83, 2, 0, 0, 0, 36.85, 6.96, 0, 0, 56.18, 0
740, 2447, 7, 0.75, 3, 0, 0, 0, 4.59, 0, 10.08, 0, 85.33, 0
740, 2448, 8, 0.94, 7, 14, 0, 0, 11.13, 0, 0, 0, 88.87, 0
740, 2449, 7, 0, 3, 20, 0, 0, 8.92, 0, 0, 0, 91.08, 0
740, 2450, 9, 0, 7, 20, 0, 0, 6.07, 4.42, 0, 0, 89.51, 0
740, 2451, 8, 0, 7, 12, 0, 0, 10.12, 0, 0, 0, 89.88, 0
741, 2452, 4, 0, 4, 11, 100.0, 0, 0, 0, 0, 0, 0, 0
742, 2453, 27, 0.79, 5, 3, 33.55, 38.64, 11.29, 8.85, 0, 0, 0, 7.67
743, 2454, 16, 0, 6, 11, 4.47, 52.73, 4.05, 38.75, 0, 0, 0, 0
744, 2455, 60, 3.41, 7, 10, 25.59, 6.25, 51.77, 8.91, 3.76, 0, 3.72, 0
744, 2456, 29, 3.19, 5, 22, 22.72, 9.55, 35.35, 2.29, 0, 0, 30.1, 0
744, 2457, 64, 11.51, 7, 21, 35.49, 6.12, 34.29, 9.42, 2.76, 0, 11.93, 0
744, 2458, 60, 7.07, 1, 20, 26.58, 6.56, 26.82, 3.71, 0, 0, 36.33, 0
744, 2459, 57, 14.01, 2, 22, 24.86, 7.26, 21.37, 19.64, 1.64, 0.72, 24.51, 0
744, 2460, 67, 15.24, 2, 11, 27.29, 5.7, 22.57, 22.91, 0, 0, 21.54, 0
744, 2461, 68, 6.21, 7, 13, 29.56, 1.58, 37.06, 12.58, 6.25, 0, 12.98, 0
745, 2462, 65, 11.58, 7, 21, 15.9, 0, 24.4, 50.82, 8.88, 0, 0, 0
745, 2463, 46, 8.89, 1, 21, 28.63, 6.5, 21.32, 9.59, 18.35, 8.4, 7.21, 0
745, 2464, 51, 16.03, 3, 21, 38.17, 0, 15.32, 35.8, 5.04, 0, 5.68, 0
745, 2465, 56, 15.82, 1, 21, 17.58, 16.22, 22.23, 37.69, 0, 0, 6.28, 0
745, 2466, 54, 3.81, 7, 21, 39.73, 15.11, 25.73, 7.92, 0, 0, 11.5, 0
745, 2467, 27, 12.07, 1, 21, 18.82, 0, 45.33, 13.14, 5.81, 0, 0, 0
746, 2468, 5, 0, 7, 8, 0, 0, 0, 0, 10.33, 0, 89.67, 0
746, 2469, 7, 18.58, 7, 8, 0, 0, 0, 0, 3.73, 0, 96.27, 0
747, 2470, 5, 9.34, 4, 6, 0, 0, 0, 14.69, 0, 0, 85.31, 0
747, 2471, 5, 9.71, 1, 19, 0, 0, 0, 0, 0, 0, 100.0, 0
748, 2472, 19, 0, 3, 9, 0, 0, 69.19, 16.34, 0, 0, 14.47, 0
748, 2473, 29, 1.99, 5, 12, 24.44, 0, 75.56, 0, 0, 0, 0, 0
748, 2474, 35, 5.78, 2, 11, 13.01, 0, 78.46, 5.22, 3.32, 0, 0, 0
748, 2475, 31, 4.93, 3, 19, 25.67, 0, 74.33, 0, 0, 0, 0, 0
749, 2476, 18, 35, 5, 19, 0, 0, 0, 0, 0, 0, 100.0, 0
749, 2477, 8, 25.02, 5, 9, 0, 0, 0, 0, 0, 0, 100.0, 0
750, 2478, 64, 6.08, 2, 9, 26.61, 5.38, 40.34, 24.48, 3.19, 0, 0, 0
751, 2479, 25, 0.57, 2, 12, 53.88, 0, 46.12, 0, 0, 0, 0, 0
751, 2480, 18, 9.58, 2, 15, 3.84, 0, 81.96, 14.2, 0, 0, 0, 0
752, 2481, 81, 8.91, 2, 16, 52.38, 0, 8.42, 39.2, 0, 0, 0, 0
753, 2482, 20, 2.18, 7, 17, 13.39, 11.05, 41.38, 0, 0, 0, 34.18, 0
753, 2483, 12, 2.94, 5, 8, 0, 0, 59.37, 0, 0, 0, 40.63, 0
753, 2484, 15, 22.01, 4, 8, 6.43, 0, 41.18, 0, 0, 0, 52.39, 0
753, 2485, 10, 25.46, 4, 15, 4.86, 14.41, 21.25, 0, 0, 0, 59.49, 0
754, 2486, 39, 32.92, 3, 20, 40.51, 18.73, 29.06, 11.69, 0, 0, 0, 0
754, 2487, 23, 14.73, 5, 16, 2.65, 2.66, 71.41, 6.76, 16.52, 0, 0, 0
755, 2488, 52, 7.05, 5, 1, 12.92, 34.55, 31.49, 0, 15.33, 0, 0, 5.71
755, 2489, 35, 8.16, 1, 3, 20.04, 12.1, 39.54, 22.99, 0, 0, 0, 5.33
755, 2490, 69, 5.47, 7, 17, 53.89, 43.57, 2.54, 0, 0, 0, 0, 0
755, 2491, 33, 7.33, 1, 5, 30.58, 3.47, 51.17, 0, 14.79, 0, 0, 0
755, 2492, 30, 6.45, 3, 17, 52.06, 3.1, 35.52, 5.69, 3.63, 0, 0, 0
755, 2493, 94, 9.98, 7, 13, 40.59, 20.9, 15.29, 18.44, 4.78, 0, 0, 0
755, 2494, 40, 3, 1, 11, 45.62, 9.34, 38.54, 2.6, 3.9, 0, 0, 0
756, 2495, 9, 26.07, 7, 20, 49.47, 0, 13.19, 32.13, 5.2, 0, 0, 0
757, 2496, 14, 5.08, 2, 20, 0, 0, 9.05, 37.25, 10.76, 42.94, 0, 0
757, 2497, 23, 15.36, 1, 20, 8.21, 0, 8.84, 39.29, 43.67, 0, 0, 0
757, 2498, 13, 9.15, 2, 21, 0, 0, 8.64, 44.26, 27.54, 19.56, 0, 0
757, 2499, 36, 8.8, 3, 21, 0, 0, 12.0, 28.95, 34.89, 11.52, 12.63, 0
758, 2500, 33, 0, 2, 22, 16.72, 0, 48.77, 34.51, 0, 0, 0, 0
759, 2501, 5, 8.6, 1, 10, 0, 0, 0, 0, 0, 0, 100.0, 0
760, 2502, 33, 2.98, 2, 20, 37.8, 30.66, 19.16, 0, 12.38, 0, 0, 0
760, 2503, 29, 16.78, 2, 14, 18.95, 30.58, 45.66, 4.8, 0, 0, 0, 0
760, 2504, 34, 2.04, 3, 14, 18.43, 41.3, 28.27, 12.0, 0, 0, 0, 0
760, 2505, 32, 4.66, 6, 17, 33.71, 6.94, 27.83, 31.52, 0, 0, 0, 0
760, 2506, 23, 2.07, 2, 13, 48.61, 9.76, 31.73, 9.9, 0, 0, 0, 0
761, 2507, 25, 11.6, 6, 14, 26.18, 0, 8.45, 47.09, 18.28, 0, 0, 0
761, 2508, 18, 47.24, 3, 20, 6.6, 0, 9.07, 19.69, 31.9, 20.2, 0, 12.55
762, 2509, 31, 9.28, 3, 23, 42.12, 0, 17.59, 37.2, 3.09, 0, 0, 0
762, 2510, 34, 13.28, 7, 19, 19.95, 0, 32.47, 5.1, 6.93, 0, 35.54, 0
763, 2511, 47, 18.21, 7, 14, 16.77, 47.11, 14.45, 15.05, 6.63, 0, 0, 0
763, 2512, 55, 0.83, 6, 20, 13.9, 24.69, 15.48, 9.32, 32.35, 0, 4.25, 0
763, 2513, 35, 1.15, 1, 13, 6.23, 14.11, 13.06, 63.61, 0, 0, 2.98, 0
763, 2514, 2, 0, 1, 16, 100.0, 0, 0, 0, 0, 0, 0, 0
763, 2515, 69, 0.43, 6, 10, 9.01, 38.1, 10.82, 30.95, 1.64, 9.48, 0, 0
763, 2516, 39, 1.58, 7, 19, 24.64, 28.19, 15.9, 14.41, 0, 16.87, 0, 0
763, 2517, 46, 1.79, 7, 20, 15.72, 16.57, 21.86, 30.68, 15.16, 0, 0, 0
763, 2518, 67, 2.66, 2, 12, 23.84, 23.93, 18.38, 13.16, 20.69, 0, 0, 0
764, 2519, 59, 5.82, 1, 19, 40.74, 3.64, 27.72, 27.9, 0, 0, 0, 0
765, 2520, 25, 7.91, 7, 16, 24.16, 0, 12.6, 43.97, 19.28, 0, 0, 0
765, 2521, 13, 5.19, 4, 22, 0, 0, 17.31, 60.93, 21.76, 0, 0, 0
766, 2522, 25, 21.88, 7, 22, 6.44, 0, 9.89, 10.59, 25.32, 0, 43.23, 4.54
766, 2523, 16, 6.52, 1, 16, 2.87, 0, 0, 16.52, 0, 0, 80.61, 0
767, 2524, 31, 32.75, 1, 13, 14.05, 0, 7.78, 0, 0, 0, 78.17, 0
767, 2525, 31, 21.46, 5, 15, 20.96, 0, 15.78, 11.21, 15.11, 6.91, 30.03, 0
768, 2526, 2, 0, 7, 9, 0, 0, 0, 0, 0, 0, 100.0, 0
769, 2527, 55, 5.34, 4, 1, 86.9, 0, 10.44, 0, 0, 0, 0, 0
770, 2528, 10, 39.65, 3, 22, 0, 0, 0, 83.83, 0, 0, 0, 16.17
771, 2529, 23, 7.17, 1, 11, 0, 0, 29.3, 36.45, 4.65, 0, 29.61, 0
771, 2530, 50, 14.85, 7, 19, 11.7, 17.33, 39.34, 31.64, 0, 0, 0, 0
771, 2531, 18, 10.92, 2, 9, 9.81, 15.83, 5.21, 31.23, 0, 0, 37.92, 0
771, 2532, 18, 0.9, 4, 23, 13.03, 8.25, 34.39, 0, 0, 0, 44.33, 0
771, 2533, 45, 5.3, 4, 0, 12.65, 26.63, 16.3, 15.29, 0, 0, 29.14, 0
771, 2534, 54, 9.2, 3, 21, 9.57, 15.19, 22.02, 41.8, 2.16, 0, 9.26, 0
772, 2535, 3, 0, 1, 20, 0, 0, 0, 0, 0, 0, 100.0, 0
773, 2536, 21, 13, 7, 11, 12.04, 0, 54.84, 0, 33.12, 0, 0, 0
774, 2537, 29, 4.9, 7, 10, 30.92, 24.45, 27.32, 11.32, 5.98, 0, 0, 0
774, 2538, 40, 1.61, 7, 13, 17.52, 7.93, 30.74, 43.8, 0, 0, 0, 0
774, 2539, 28, 1.38, 4, 9, 9.12, 22.12, 45.73, 15.82, 7.21, 0, 0, 0
775, 2540, 14, 4.55, 7, 21, 5.63, 0, 15.22, 30.57, 10.54, 0, 38.04, 0
775, 2541, 51, 17.59, 7, 21, 18.3, 6.12, 27.49, 11.98, 0.96, 0, 35.15, 0
775, 2542, 31, 5.35, 5, 16, 25.57, 7.52, 5.88, 11.32, 21.0, 0, 28.72, 0
775, 2543, 28, 8.02, 2, 8, 19.88, 0, 30.64, 27.04, 0, 0, 22.44, 0
776, 2544, 25, 7.38, 3, 11, 10.83, 14.73, 36.57, 29.44, 8.44, 0, 0, 0
776, 2545, 37, 8.75, 7, 22, 3.1, 33.02, 36.58, 21.75, 5.55, 0, 0, 0
776, 2546, 36, 3.37, 1, 21, 41.55, 30.94, 22.57, 2.46, 2.47, 0, 0, 0
776, 2547, 27, 6.93, 7, 15, 37.12, 7.96, 33.44, 5.42, 16.06, 0, 0, 0
776, 2548, 31, 5.27, 2, 12, 15.52, 23.67, 24.61, 27.86, 8.34, 0, 0, 0
776, 2549, 32, 4.71, 4, 8, 22.8, 24.08, 44.95, 5.07, 3.1, 0, 0, 0
777, 2550, 12, 17.35, 2, 19, 4.09, 35.79, 6.77, 3.57, 0, 0, 49.78, 0
777, 2551, 22, 7.8, 4, 21, 11.47, 36.36, 15.58, 7.82, 9.13, 0, 19.64, 0
777, 2552, 17, 24.55, 1, 20, 8.79, 28.6, 2.89, 0, 0, 0, 59.73, 0
777, 2553, 31, 15.21, 6, 18, 8.59, 30.52, 17.64, 30.63, 12.63, 0, 0, 0
777, 2554, 29, 9.82, 3, 20, 26.42, 19.63, 23.86, 18.0, 12.09, 0, 0, 0
777, 2555, 22, 14.89, 7, 18, 7.53, 4.04, 9.21, 4.71, 0, 0, 74.51, 0
777, 2556, 23, 4.23, 2, 22, 18.15, 9.12, 8.43, 19.14, 0, 0, 45.16, 0
778, 2557, 15, 24.53, 1, 14, 13.3, 0, 14.07, 37.5, 35.12, 0, 0, 0
779, 2558, 45, 4.69, 2, 10, 22.83, 54.95, 18.1, 4.11, 0, 0, 0, 0
779, 2559, 57, 1.4, 7, 12, 45.7, 28.51, 15.72, 1.03, 3.02, 0, 6.02, 0
779, 2560, 47, 6.62, 7, 23, 46.77, 41.55, 11.68, 0, 0, 0, 0, 0
779, 2561, 49, 1.18, 7, 22, 43.39, 37.99, 10.38, 8.24, 0, 0, 0, 0
779, 2562, 36, 1.4, 4, 9, 44.79, 29.32, 17.12, 0, 0, 0, 8.78, 0
779, 2563, 42, 3.83, 2, 23, 29.8, 28.75, 35.41, 2.2, 3.84, 0, 0, 0
780, 2564, 24, 7.2, 1, 12, 24.54, 0, 40.13, 22.07, 0, 4.49, 0, 0
781, 2565, 15, -18.06, 2, 12, 20.08, 0, 24.42, 0, 0, 0, 28.77, 26.73
782, 2566, 34, 28.52, 2, 20, 25.39, 0, 10.08, 60.87, 3.66, 0, 0, 0
783, 2567, 57, 6.32, 1, 15, 27.27, 15.19, 13.03, 26.8, 2.96, 0, 14.76, 0
783, 2568, 29, 9.01, 2, 10, 19.08, 9.14, 4.11, 30.15, 18.16, 0, 19.35, 0
783, 2569, 28, 10.43, 2, 20, 23.06, 10.56, 38.9, 1.6, 0, 0, 25.88, 0
783, 2570, 44, 3.21, 1, 8, 29.08, 25.39, 3.22, 14.78, 7.08, 4.23, 16.23, 0
783, 2571, 7, 0, 7, 20, 5.64, 10.22, 0, 0, 0, 0, 84.14, 0
783, 2572, 42, 2.16, 1, 12, 35.73, 7.51, 6.26, 19.72, 5.02, 0, 25.76, 0
784, 2573, 39, 20.94, 6, 8, 8.47, 0, 12.43, 42.59, 27.83, 0, 8.68, 0
785, 2574, 12, 14.97, 6, 0, 35.8, 0, 0, 0, 0, 0, 64.2, 0
786, 2575, 41, 18.65, 5, 22, 6.14, 0, 76.42, 17.44, 0, 0, 0, 0
787, 2576, 46, 0.83, 5, 18, 19.34, 0, 80.66, 0, 0, 0, 0, 0
787, 2577, 49, 3.07, 6, 9, 5.62, 0, 65.03, 6.35, 15.8, 7.2, 0, 0
787, 2578, 26, 4.88, 6, 11, 21.22, 0, 58.78, 15.52, 4.48, 0, 0, 0
788, 2579, 1, 0, 4, 9, 0, 0, 100.0, 0, 0, 0, 0, 0
789, 2580, 10, 17.52, 1, 13, 8.22, 0, 39.88, 43.05, 8.84, 0, 0, 0
790, 2581, 6, 23.11, 2, 13, 0, 0, 0, 11.46, 0, 0, 88.54, 0
790, 2582, 7, 34.66, 7, 15, 0, 0, 0, 0, 0, 0, 100.0, 0
790, 2583, 21, 7.99, 1, 12, 1.8, 5.16, 35.99, 0, 0, 0, 57.04, 0
791, 2584, 39, 17.46, 1, 13, 27.47, 20.25, 23.32, 28.96, 0, 0, 0, 0
791, 2585, 29, 7.66, 1, 14, 29.25, 14.38, 56.37, 0, 0, 0, 0, 0
792, 2586, 20, 37.7, 1, 20, 12.14, 7.22, 56.81, 20.65, 3.17, 0, 0, 0
793, 2587, 7, 18.5, 1, 0, 14.93, 0, 19.48, 0, 0, 0, 65.59, 0
794, 2588, 50, 13.96, 4, 15, 30.67, 25.89, 31.12, 1.97, 10.34, 0, 0, 0
794, 2589, 28, 7.99, 6, 11, 32.57, 0, 35.13, 32.3, 0, 0, 0, 0
794, 2590, 26, 17.03, 7, 22, 0, 5.33, 63.41, 16.63, 14.63, 0, 0, 0
795, 2591, 7, 1.33, 4, 21, 0, 0, 9.94, 0, 2.53, 0, 87.53, 0
795, 2592, 6, 2.99, 7, 10, 8.67, 0, 0, 0, 0, 0, 91.33, 0
796, 2593, 20, 34.62, 1, 9, 2.8, 7.65, 0, 0, 39.36, 0, 50.2, 0
797, 2594, 30, 1.78, 3, 20, 8.69, 22.59, 36.79, 31.94, 0, 0, 0, 0
797, 2595, 43, 4.13, 2, 15, 29.9, 5.77, 57.58, 6.75, 0, 0, 0, 0
798, 2596, 30, 8.84, 2, 23, 31.62, 0, 58.24, 0, 10.13, 0, 0, 0
799, 2597, 62, 6.33, 1, 10, 32.45, 13.0, 20.13, 25.26, 9.15, 0, 0, 0
799, 2598, 43, 4.09, 7, 13, 38.57, 12.77, 27.0, 7.21, 14.45, 0, 0, 0
799, 2599, 40, 4.44, 2, 22, 32.07, 16.75, 30.93, 11.85, 8.4, 0, 0, 0
800, 2600, 17, 7.4, 1, 9, 1.59, 0, 9.95, 3.09, 6.37, 0, 79.0, 0
801, 2601, 4, 25.02, 7, 15, 0, 0, 0, 0, 0, 0, 100.0, 0
801, 2602, 3, 2.71, 1, 20, 0, 0, 0, 0, 0, 0, 100.0, 0
801, 2603, 2, 0, 7, 21, 0, 0, 0, 0, 0, 0, 100.0, 0
802, 2604, 21, 6.8, 1, 18, 74.49, 0, 9.28, 2.53, 0, 0, 13.7, 0
803, 2605, 26, 7.87, 1, 14, 49.99, 0, 18.75, 9.74, 4.17, 17.35, 0, 0
803, 2606, 17, 11.34, 1, 10, 45.03, 0, 29.69, 25.28, 0, 0, 0, 0
803, 2607, 27, 2.87, 4, 15, 28.5, 0, 29.34, 12.71, 29.45, 0, 0, 0
803, 2608, 30, 16.75, 1, 16, 63.98, 0, 29.49, 2.39, 4.14, 0, 0, 0
803, 2609, 27, 5.96, 1, 21, 47.98, 0, 44.5, 6.41, 0, 0, 1.11, 0
803, 2610, 15, 19.15, 7, 15, 24.02, 0, 68.42, 0, 0, 0, 0, 0
804, 2611, 26, 2.33, 2, 0, 0, 0, 100.0, 0, 0, 0, 0, 0
805, 2612, 2, 0, 4, 10, 0, 0, 0, 0, 0, 0, 100.0, 0
806, 2613, 3, 0, 1, 10, 0, 0, 0, 0, 0, 0, 100.0, 0
807, 2614, 21, 47.56, 4, 9, 33.01, 0, 9.74, 57.25, 0, 0, 0, 0
808, 2615, 23, 4.83, 2, 10, 27.53, 14.11, 38.23, 2.51, 4.24, 13.39, 0, 0
808, 2616, 37, 1.2, 2, 20, 8.35, 50.76, 8.41, 32.48, 0, 0, 0, 0
808, 2617, 23, 0.47, 1, 11, 3.14, 33.3, 18.38, 45.18, 0, 0, 0, 0
809, 2618, 27, 18.99, 6, 18, 23.34, 4.08, 28.53, 44.05, 0, 0, 0, 0
809, 2619, 41, 7.76, 4, 23, 42.38, 2.01, 25.66, 15.39, 14.56, 0, 0, 0
809, 2620, 45, 5.84, 7, 19, 34.9, 5.98, 38.45, 17.87, 0, 0, 2.81, 0
810, 2621, 16, 6.74, 4, 22, 7.99, 49.09, 8.69, 0, 34.23, 0, 0, 0
810, 2622, 31, 0, 7, 11, 24.93, 44.51, 6.52, 15.88, 8.15, 0, 0, 0
810, 2623, 25, 0.45, 4, 21, 21.48, 18.01, 6.86, 34.78, 18.87, 0, 0, 0
810, 2624, 36, 2.81, 5, 19, 11.55, 64.89, 6.48, 6.31, 10.77, 0, 0, 0
811, 2625, 30, 13.72, 2, 9, 17.06, 0, 9.57, 64.24, 0, 0, 0, 9.13
812, 2626, 24, 14.08, 7, 14, 0, 0, 76.18, 0, 0, 0, 0, 23.82
812, 2627, 22, 0, 6, 21, 0, 0, 100.0, 0, 0, 0, 0, 0
812, 2628, 35, 3.11, 4, 23, 0, 0, 100.0, 0, 0, 0, 0, 0
812, 2629, 23, 5.88, 1, 19, 10.14, 0, 67.07, 0, 0, 0, 0, 0
813, 2630, 17, 2.98, 7, 2, 40.83, 0, 0, 0, 56.05, 0, 3.11, 0
813, 2631, 14, 2.02, 7, 1, 64.61, 0, 35.39, 0, 0, 0, 0, 0
813, 2632, 16, 1.07, 3, 0, 93.83, 0, 6.17, 0, 0, 0, 0, 0
813, 2633, 35, 1.29, 7, 1, 62.29, 0, 0, 4.17, 5.81, 27.73, 0, 0
813, 2634, 31, 1.29, 6, 13, 78.71, 0, 15.45, 5.84, 0, 0, 0, 0
813, 2635, 17, 2.21, 4, 11, 86.91, 0, 13.09, 0, 0, 0, 0, 0
814, 2636, 17, 4.52, 2, 22, 37.23, 0, 53.51, 4.74, 4.52, 0, 0, 0
814, 2637, 42, 4.76, 5, 10, 22.98, 49.45, 27.56, 0, 0, 0, 0, 0
814, 2638, 28, 0.13, 7, 18, 39.6, 60.4, 0, 0, 0, 0, 0, 0
815, 2639, 17, 14.29, 2, 22, 0, 0, 0, 97.16, 2.84, 0, 0, 0
816, 2640, 85, 9.06, 4, 17, 33.93, 0, 19.05, 23.06, 23.97, 0, 0, 0
817, 2641, 26, 2.39, 2, 12, 57.09, 0, 26.19, 16.72, 0, 0, 0, 0
817, 2642, 20, 12.49, 1, 10, 45.4, 0, 34.68, 19.92, 0, 0, 0, 0
818, 2643, 56, 5.95, 3, 18, 22.23, 34.67, 40.64, 2.47, 0, 0, 0, 0
819, 2644, 50, 7.38, 5, 14, 16.04, 19.89, 26.36, 25.71, 12.0, 0, 0, 0
819, 2645, 8, 9.31, 1, 18, 0, 0, 100.0, 0, 0, 0, 0, 0
819, 2646, 16, 1.17, 5, 11, 0, 0, 100.0, 0, 0, 0, 0, 0
820, 2647, 40, 20.18, 1, 19, 18.92, 0, 0, 30.75, 0, 0, 50.33, 0
821, 2648, 9, 12.65, 3, 14, 0, 0, 0, 0, 86.76, 13.24, 0, 0
822, 2649, 3, 0, 2, 18, 0, 0, 0, 0, 0, 29.35, 70.65, 0
823, 2650, 6, 1.47, 1, 12, 0, 0, 100.0, 0, 0, 0, 0, 0
823, 2651, 8, 2.41, 2, 11, 0, 0, 65.72, 17.53, 16.75, 0, 0, 0
824, 2652, 4, 35.01, 1, 23, 0, 0, 0, 0, 0, 0, 100.0, 0
825, 2653, 60, 4.47, 7, 12, 20.19, 46.37, 11.69, 12.69, 7.29, 0, 1.78, 0
825, 2654, 27, 7.47, 4, 12, 10.18, 1.01, 13.84, 61.2, 0, 0, 0, 13.77
825, 2655, 78, 0.95, 4, 11, 41.96, 22.11, 20.97, 13.5, 0, 0, 1.46, 0
825, 2656, 60, 16.79, 4, 19, 23.67, 36.62, 2.86, 31.65, 5.2, 0, 0, 0
825, 2657, 40, 14.12, 4, 9, 4.0, 25.31, 16.59, 6.66, 0, 0, 0, 47.45
825, 2658, 16, 0, 6, 20, 24.57, 10.83, 13.36, 0, 0, 0, 9.86, 41.38
825, 2659, 75, 6.71, 1, 20, 27.54, 30.8, 7.73, 33.92, 0, 0, 0, 0
825, 2660, 15, 3.05, 3, 10, 12.66, 2.2, 14.19, 14.49, 18.41, 0, 0, 38.05
825, 2661, 61, 5.41, 5, 9, 9.99, 46.72, 19.55, 16.55, 5.16, 0, 1.37, 0.66
825, 2662, 39, 4.54, 3, 22, 2.68, 9.32, 20.16, 47.49, 0, 0, 0, 20.35
825, 2663, 92, 8.52, 1, 20, 27.91, 30.48, 14.64, 23.51, 0, 0, 2.33, 1.13
825, 2664, 80, 6.16, 3, 8, 7.59, 26.86, 24.4, 17.29, 0, 0, 0, 23.86
825, 2665, 107, 1.02, 7, 14, 12.1, 10.86, 77.04, 0, 0, 0, 0, 0
826, 2666, 17, 27.08, 7, 23, 2.67, 0, 9.41, 69.34, 0, 0, 0, 18.58
826, 2667, 20, 44.4, 7, 23, 8.57, 0, 29.27, 44.03, 5.96, 0, 0, 12.17
827, 2668, 6, 0, 2, 9, 72.99, 0, 27.01, 0, 0, 0, 0, 0
827, 2669, 10, 0.6, 7, 20, 27.14, 0, 72.86, 0, 0, 0, 0, 0
828, 2670, 26, 3.48, 4, 23, 35.14, 30.92, 23.6, 10.34, 0, 0, 0, 0
828, 2671, 32, 2.38, 2, 21, 49.27, 23.98, 23.28, 3.48, 0, 0, 0, 0
829, 2672, 19, 14.8, 2, 10, 4.28, 0, 29.01, 44.45, 0, 0, 22.26, 0
829, 2673, 15, 2.98, 7, 22, 16.39, 0, 40.79, 9.88, 0, 0, 32.94, 0
